city,query,business_name,address,phone,email,website,maps_url,pagesjaunes_url,website_source
Paris,magasin CBD,CBD House Paris - Shop et Livraison express 2h,"54 Rue Popincourt, 75011 Paris, France",+33148057310,,https://nature-verte-cbd.fr/,https://www.google.com/maps/place/CBD+Paris+2+Op%C3%A9ra+Nature+Verte/data=!4m7!3m6!1s0x47e66f8a5c408339:0x362535a004ef90ba!8m2!3d48.86957!4d2.33609!16s%2Fg%2F11fqd3cn44!19sChIJOYNAXIpv5kcRupDvBKA1JTY?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Lyon,boutique CBD,THE HOUSE CBD SHOP,"6 Rue des Capucins, 69001 Lyon, France",+33761454288,thehousecbdshop@gmail.com,http://thehousecbdshop.com/,https://www.google.com/maps/place/THE+HOUSE+CBD+SHOP/data=!4m7!3m6!1s0x47f4eb0b83173edb:0x1519c9fcf516053!8m2!3d45.7690241!4d4.8330023!16s%2Fg%2F11yx_xjhvs!19sChIJ2z4Xgwvr9EcRU2BRz5-cUQE?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Lyon,boutique CBD,Les Gones CBD,"130 Cr Lafayette, 69003 Lyon, France",+33752035460,contact@lesgonescbd.fr,https://lesgonescbd.fr/,https://www.google.com/maps/place/Les+Gones+CBD/data=!4m7!3m6!1s0x47f4ebf721c35749:0x4e14545022bcfacd!8m2!3d45.763518!4d4.8526643!16s%2Fg%2F11z679z3vx!19sChIJSVfDIffr9EcRzfq8IlBUFE4?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Lyon,boutique CBD,OG CBD Shop Lyon,"25 Rue des Remparts d'Ainay, 69002 Lyon, France",+33472615110,,https://ogcbdshop.fr/,https://www.google.com/maps/place/OG+CBD+Shop+Lyon/data=!4m7!3m6!1s0x47f4ebb084ce5dab:0x48523e2f16a4dcf3!8m2!3d45.7529675!4d4.8307284!16s%2Fg%2F11hjp06dmy!19sChIJq13OhLDr9EcR89ykFi8-Ukg?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Lyon,boutique CBD,"CBD Shop Lyon | Streetshop | CBD Shop & Smokeshop, No1 depuis 2012","contre le théâtre l'Elysée, 13 place Gabriel Péri, Rue Basse Combalot, 69007 Lyon, France",+33987711188,,https://streetshop-france.fr/,"https://www.google.com/maps/place/CBD+Shop+Lyon+%7C+Streetshop+%7C+CBD+Shop+%26+Smokeshop,+No1+depuis+2012/data=!4m7!3m6!1s0x47f4eba47a9fdd9d:0x9ca69a95708f7a39!8m2!3d45.7549837!4d4.842248!16s%2Fg%2F11j0ngcpg1!19sChIJnd2feqTr9EcROXqPcJWappw?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1",,gmb
Lyon,boutique CBD,CBD Bicyclette Lyon,"26 Rue Rabelais, 69003 Lyon, France",+33695144056,,https://cbdbicyclette.fr/pages/boutique-de-cbd-a-lyon,https://www.google.com/maps/place/CBD+Bicyclette+Lyon/data=!4m7!3m6!1s0x47f4eb448f7f71e3:0xf1caf212130276a2!8m2!3d45.7625368!4d4.8446681!16s%2Fg%2F11hwzbdgqr!19sChIJ43F_j0Tr9EcRonYCExLyyvE?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Lyon,boutique CBD,Feel Natural CBD,"109 Rue Sébastien Gryphe, 69007 Lyon, France",+33981071342,feelnaturalcbd@gmail.com,http://www.feelnaturalcbd.fr/,https://www.google.com/maps/place/Feel+Natural+CBD/data=!4m7!3m6!1s0x47f4eb63004a600f:0x9f962c6fad6fb667!8m2!3d45.7487942!4d4.8400957!16s%2Fg%2F11sgztl5ls!19sChIJD2BKAGPr9EcRZ7ZvrW8slp8?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Lyon,boutique CBD,CBD Lyon - Dr. Greentown,"10 Cr Lafayette, 69003 Lyon, France",+33478841126,,https://www.dr-greentown.fr/boutique/dr-greentown-lyon/,https://www.google.com/maps/place/CBD+Lyon+-+Dr.+Greentown/data=!4m7!3m6!1s0x47f4eb77a4c5dabd:0x62a4e010f65047bd!8m2!3d45.76355!4d4.842728!16s%2Fg%2F11sywxqppy!19sChIJvdrFpHfr9EcRvUdQ9hDgpGI?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Lyon,boutique CBD,CBD LYON SATIKAAH,"7 Gd Rue de Vaise, 69009 Lyon, France",+33978800917,contact@satikaah.fr,https://satikaah.fr/,https://www.google.com/maps/place/CBD+LYON+SATIKAAH/data=!4m7!3m6!1s0x47f4ebe630037305:0x5d57a1ce13fbab57!8m2!3d45.774942!4d4.806389!16s%2Fg%2F11sc7k60xv!19sChIJBXMDMObr9EcRV6v7E86hV10?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Lyon,boutique CBD,Flower-Town,"23 Rue de Belfort, 69004 Lyon, France",+33987362828,flowertown420@gmail.com,https://flower-town.com/,https://www.google.com/maps/place/Flower-Town/data=!4m7!3m6!1s0x47f4ebab4521665d:0x8bda65f61c3944d7!8m2!3d45.7782747!4d4.8345675!16s%2Fg%2F11q4k0mp80!19sChIJXWYhRavr9EcR10Q5HPZl2os?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Lyon,boutique CBD,CBD Shop • The Hemp Concept - Lyon06 & Villeurbanne,"30 Cr Émile-Zola, 69100 Villeurbanne, France",+33478242571,contact@fonedegrut.fr,https://www.fonedegrut.fr/,https://www.google.com/maps/place/CBD+Shop+%E2%80%A2+The+Hemp+Concept+-+Lyon06+%26+Villeurbanne/data=!4m7!3m6!1s0x47f4eb6f98ce8cf9:0xc9743173ffc8ee7c!8m2!3d45.7704971!4d4.8652273!16s%2Fg%2F11qh0zfz8b!19sChIJ-YzOmG_r9EcRfO7I_3MxdMk?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Lyon,boutique CBD,Plaisirs Délices Brotteaux - CBD Shop Lyon 6,"30 Rue Professeur Weill, 69006 Lyon, France",+33987314132,,https://plaisirsdelices.fr/,https://www.google.com/maps/place/Plaisirs+D%C3%A9lices+Brotteaux+-+CBD+Shop+Lyon+6/data=!4m7!3m6!1s0x47f4eb7366fda503:0x159bff4b9b6e8a68!8m2!3d45.7677557!4d4.856372!16s%2Fg%2F11jycnqxvm!19sChIJA6X9ZnPr9EcRaIpum0v_mxU?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Lyon,boutique CBD,CBD & Vape Lyon - Green Society,"52 Cr Gambetta, 69007 Lyon, France",+33472943487,contact@greensociety.fr,https://greensociety.fr/,https://www.google.com/maps/place/CBD+%26+Vape+Lyon+-+Green+Society/data=!4m7!3m6!1s0x47f4eb6ceb604f69:0xadb4758d8e5ab992!8m2!3d45.7538515!4d4.8467115!16s%2Fg%2F11nxq_mp2v!19sChIJaU9g62zr9EcRkrlajo11tK0?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Lyon,boutique CBD,Nativus • CBD Shop Lyon,"26 Gd Rue de Vaise, 69009 Lyon, France",+33666785439,,https://www.nativus.fr/,https://www.google.com/maps/place/Nativus+%E2%80%A2+CBD+Shop+Lyon/data=!4m7!3m6!1s0x47f4eb35d53c8443:0xb3dfa6fdee4cf895!8m2!3d45.7741813!4d4.8073645!16s%2Fg%2F11g0mjs58f!19sChIJQ4Q81TXr9EcRlfhM7v2m37M?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Lyon,magasin CBD,HISTOIRE DE GRAINES Lyon - Terreaux / CBD SHOP,"2 Rue d'Algérie, 69001 Lyon, France",+33988322538,,https://www.histoiredegraines-cbd-lyon.fr/,https://www.google.com/maps/place/HISTOIRE+DE+GRAINES+Lyon+-+Terreaux+%2F+CBD+SHOP/data=!4m7!3m6!1s0x47f4eb2688fac2e1:0x429648247a860a2a!8m2!3d45.7670517!4d4.8305931!16s%2Fg%2F11smnypwyb!19sChIJ4cL6iCbr9EcRKgqGeiRIlkI?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Marseille,boutique CBD,CBD Shop Anan'haze Vieux Port 13001/Fleurs U.S/Suisse/France/Italie,"4 Rue Breteuil, 13001 Marseille, France",+33465975669,,http://ananhaze.com/,https://www.google.com/maps/place/CBD+Shop+Anan%27haze+Vieux+Port+13001%2FFleurs+U.S%2FSuisse%2FFrance%2FItalie/data=!4m7!3m6!1s0x12c9c1bcaaf87ab5:0xb69f324a627f1471!8m2!3d43.2926709!4d5.3747144!16s%2Fg%2F11rx95c_sy!19sChIJtXr4qrzByRIRcRR_Ykoyn7Y?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Marseille,boutique CBD,Cbd Marseille - LOVE CBD MARSEILLE,"11 Rue Vitalis, 13005 Marseille, France",+33465952752,,https://love-cbd.eu/,https://www.google.com/maps/place/Cbd+Marseille+-+LOVE+CBD+MARSEILLE/data=!4m7!3m6!1s0x12c9c12b0aeea8cb:0x7d2e9fc4c33f3cc5!8m2!3d43.2926044!4d5.3926707!16s%2Fg%2F11hdsc8hpy!19sChIJy6juCivByRIRxTw_w8SfLn0?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Marseille,boutique CBD,Cbd Marseille CBD Pas Cher 13,"5 bis Rue Bussy l'Indien, 13006 Marseille, France",+33954929822,magicflower.fr@proton.me,https://magic-flower.fr/,https://www.google.com/maps/place/Cbd+Marseille+CBD+Pas+Cher+13/data=!4m7!3m6!1s0x12c9c1939074b9bb:0x9e4c6aa10a2aef9b!8m2!3d43.2932533!4d5.3841499!16s%2Fg%2F11s5fsml6_!19sChIJu7l0kJPByRIRm-8qCqFqTJ4?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Marseille,boutique CBD,widad&co_cbd . Marseille,"67 Rue Adolphe Thiers, 13001 Marseille, France",+33660478791,,http://www.widadetco-cbd.fr/,https://www.google.com/maps/place/widad%26co_cbd+.+Marseille/data=!4m7!3m6!1s0x4324d05135643ed9:0x6edb87230a34cfda!8m2!3d43.296659!4d5.385571!16s%2Fg%2F11pkhq6g_n!19sChIJ2T5kNVHQJEMR2s80CiOH224?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Marseille,boutique CBD,Calibud CBD Shop Saint-Victor,"60 TER Rue d'Endoume, 13007 Marseille, France",+33650258176,,https://www.calibud.fr/,https://www.google.com/maps/place/Calibud+CBD+Shop+Saint-Victor/data=!4m7!3m6!1s0x12c9c1a7f8352fc3:0xee7a04b6eae49369!8m2!3d43.2882186!4d5.3665169!16s%2Fg%2F11pgtjb0zw!19sChIJwy81-KfByRIRaZPk6rYEeu4?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Marseille,boutique CBD,MIDORI PLACE - CBD SHOP MARSEILLE,"28 Rue des Trois Rois, 13006 Marseille, France",+33672236651,onlineshop@midoriplace.com,http://www.midoriplace.com/,https://www.google.com/maps/place/MIDORI+PLACE+-+CBD+SHOP+MARSEILLE/data=!4m7!3m6!1s0x12c9c16a497d5209:0x12a349e39673960b!8m2!3d43.2939398!4d5.3848195!16s%2Fg%2F11mwrmxrht!19sChIJCVJ9SWrByRIRC5ZzluNJoxI?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Marseille,boutique CBD,Central Bud CBD Marseille,"Rue Raphaël Ponson, 13008 Marseille, France",+33634054608,,https://www.centralbud.fr/,https://www.google.com/maps/place/Central+Bud+CBD+Marseille/data=!4m7!3m6!1s0x4e6a768d3d972637:0x7672bd3d4d358bd6!8m2!3d43.2657199!4d5.3874157!16s%2Fg%2F11k9zftcf0!19sChIJNyaXPY12ak4R1os1TT29cnY?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Marseille,boutique CBD,LOS BUD CBD Marseille cannabis légal,"34 Rue Madon, 13005 Marseille, France",+33757672814,losbudcbd@gmail.com,https://www.losbudcbd.fr/#four,https://www.google.com/maps/place/LOS+BUD+CBD+Marseille+cannabis+l%C3%A9gal/data=!4m7!3m6!1s0x12c9bf82d1cf264b:0x6b7cdf6be02c8f63!8m2!3d43.29355!4d5.39974!16s%2Fg%2F11r9gl23cq!19sChIJSybP0YK_yRIRY48s4GvffGs?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Marseille,boutique CBD,Kingston shop Marseille vieux-port CBC N10 N9 10 OH,"9 Rue Breteuil, 13001 Marseille, France",+33766665492,,https://kingston-cbd.fr/kingston-marseille/,https://www.google.com/maps/place/Kingston+shop+Marseille+vieux-port+CBC+N10+N9+10+OH/data=!4m7!3m6!1s0x12c9c183ad5a6157:0xa8694e5e9bbff00d!8m2!3d43.2923802!4d5.3750508!16s%2Fg%2F11l36r874g!19sChIJV2FarYPByRIRDfC_m15Oaag?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Marseille,boutique CBD,LA KALI CBD Prado,"26 Av. de Mazargues, 13008 Marseille, France",+33699065455,lakali.cbd@gmail.com,https://lakalicbd.fr/,https://www.google.com/maps/place/LA+KALI+CBD+Prado/data=!4m7!3m6!1s0x12c9c7dac40955f7:0x152f9cd6f2a9a05!8m2!3d43.2691752!4d5.3881257!16s%2Fg%2F11x_7l1skb!19sChIJ91UJxNrHyRIRBZoqb835UgE?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Marseille,boutique CBD,Jama Haze CBD,"26 Av. Alexandre Dumas, 13008 Marseille, France",+33659330917,jamahaze.contact@gmail.com,https://jama-haze-cbd.vercel.app/,https://www.google.com/maps/place/Jama+Haze+CBD/data=!4m7!3m6!1s0x12c9c7e570507fff:0x4c3e9b981d657f59!8m2!3d43.2640641!4d5.3897661!16s%2Fg%2F11nc5pw876!19sChIJ_39QcOXHyRIRWX9lHZibPkw?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Marseille,boutique CBD,"SMOOKY by CBD13zen (Cigarettes électroniques et CBD,cbc, cbn, thv,cbd+ )","80 Rue Saint-Sébastien, 13006 Marseille, France",+33644764871,,https://legreenclub.com/#MainContent,"https://www.google.com/maps/place/SMOOKY+by+CBD13zen+%28Cigarettes+%C3%A9lectroniques+et+CBD,cbc,+cbn,+thv,cbd%2B+%29/data=!4m7!3m6!1s0x12c9c16182595365:0x2cf0f045aca7bd23!8m2!3d43.2818976!4d5.3844464!16s%2Fg%2F11nx65kxp1!19sChIJZVNZgmHByRIRI72nrEXw8Cw?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1",,gmb
Marseille,boutique CBD,CBD The Magic Weed,"1 Rue Grignan, 13006 Marseille, France",+33672921061,contact@themagicweed.fr,https://magicweed.lovable.app/,https://www.google.com/maps/place/CBD+The+Magic+Weed/data=!4m7!3m6!1s0x12c9e9505a51a8cd:0x462910ac482bea42!8m2!3d43.2926548!4d5.3796795!16s%2Fg%2F11n38xdcgy!19sChIJzahRWlDpyRIRQuorSKwQKUY?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Marseille,boutique CBD,Maison Maryjane CBD - Marseille Lodi,"87 Rue de Lodi, 13006 Marseille, France",+33963510288,contact@maison-maryjane.com,https://www.maison-maryjane.com/,https://www.google.com/maps/place/Maison+Maryjane+CBD+-+Marseille+Lodi/data=!4m7!3m6!1s0x12c9c1f0a0535025:0x76c5d667d49b48d0!8m2!3d43.2887179!4d5.3879996!16s%2Fg%2F11z6pqy7qg!19sChIJJVBToPDByRIR0Eib1GfWxXY?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Marseille,boutique CBD,Zenzen,"289 bis, 289 Av. de la Capelette, 13010 Marseille, France",+33661564265,contact@zenzencbdshop.fr,https://zenzencbdshop.fr/,https://www.google.com/maps/place/Zenzen/data=!4m7!3m6!1s0x12c9bf4466d29f0b:0xc5c40cdf10bcd868!8m2!3d43.2792871!4d5.4134478!16s%2Fg%2F11nnnpp571!19sChIJC5_SZkS_yRIRaNi8EN8MxMU?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Marseille,boutique CBD,The Bulldog Marseille,"2b Rue d'Isoard, 13001 Marseille, France",+33625179524,m.d.l.distribution13@gmail.com,https://thebulldog13.myshopify.com/,https://www.google.com/maps/place/The+Bulldog+Marseille/data=!4m7!3m6!1s0x12c9c12ad37f63ff:0xa0346b140838a580!8m2!3d43.3013079!4d5.3913012!16s%2Fg%2F11l5hh1765!19sChIJ_2N_0yrByRIRgKU4CBRrNKA?authuser=0&hl=fr&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1,,gmb
Marseille,boutique CBD,My CBD,"74 Av. de Mazargues, 13008 Marseille, France",+33484263970,contact@mycbd-marseille08.fr,https://www.mycbd-marseille08.fr/,"https://www.google.com/maps/place/My+CBD/@43.2677184,5.389068,17z/data=!3m1!4b1!4m6!3m5!1s0x12c9c7ed28ecd00f:0x4783132fab6c85ef!8m2!3d43.2677184!4d5.389068!16s%2Fg%2F11t0mgrljk?authuser=0&hl=fr&entry=ttu&g_ep=EgoyMDI2MDkxNC4wIKXMDSoASAFQAw%3D%3D",,gmb
Marseille,boutique CBD,Le bon coin CBD puissant.,"2 Rue Fontange, 13006 Marseille, France",,,https://linktr.ee/Le_contact,"https://www.google.com/maps/place/Le+bon+coin+CBD+puissant./@43.292695,5.3853409,17z/data=!3m1!4b1!4m6!3m5!1s0x12c9c11471d329f1:0xb0a7bb8f8ca639!8m2!3d43.292695!4d5.3853409!16s%2Fg%2F11zwzbzjjy?authuser=0&hl=fr&entry=ttu&g_ep=EgoyMDI2MDkxNC4wIKXMDSoASAFQAw%3D%3D",,gmb
Marseille,boutique CBD,Tivert CBD,"La Canebière, 13001 Marseille, France",+33621219321,,http://www.tivert.fr/,"https://www.google.com/maps/place/Tivert+CBD/@43.2971924,5.3798992,17z/data=!3m1!4b1!4m6!3m5!1s0x12c9c1a65c723099:0x354a4a771929e45b!8m2!3d43.2971924!4d5.3798992!16s%2Fg%2F11w3j0g_5b?authuser=0&hl=fr&entry=ttu&g_ep=EgoyMDI2MDkxNC4wIKXMDSoASAFQAw%3D%3D",,gmb
Marseille,boutique CBD,Weedogram,"5 Rue Fontange, 13006 Marseille, France",+33491483153,highsociety.fr@gmail.com,https://www.highsociety.fr/fr/?aff=60,"https://www.google.com/maps/place/Weedogram/@43.2928114,5.3855404,17z/data=!3m1!4b1!4m6!3m5!1s0x12c9c13ee5af526f:0xa0cebe293709b481!8m2!3d43.2928114!4d5.3855404!16s%2Fg%2F11f6zv0tk9?authuser=0&hl=fr&entry=ttu&g_ep=EgoyMDI2MDkxNC4wIKXMDSoASAFQAw%3D%3D",,gmb
Marseille,boutique CBD,Stilla Store,"30a Rue des trois Mages, 13006 Marseille, France",+33491379913,,https://marseille.stilla-laboratoire.com/,"https://www.google.com/maps/place/Stilla+Store/@43.2946163,5.3846442,17z/data=!3m1!4b1!4m6!3m5!1s0x12c9c14ac029a061:0x3bc63bd753f9c186!8m2!3d43.2946163!4d5.3846442!16s%2Fg%2F11qp20zfg9?authuser=0&hl=fr&entry=ttu&g_ep=EgoyMDI2MDkxNC4wIKXMDSoASAFQAw%3D%3D",,gmb
Marseille,boutique CBD,Calm and Co Marseille - Votre expert CBD & Vape,"77 Bd de la Concorde, 13009 Marseille, France",+33970669078,contact@calmandco.fr,https://calmandco.fr/,"https://www.google.com/maps/place/Calm+and+Co+Marseille+-+Votre+expert+CBD+%26+Vape/@43.248043,5.4010928,17z/data=!3m1!4b1!4m6!3m5!1s0x12c9b92605617301:0xcc3e30679d6c7615!8m2!3d43.248043!4d5.4010928!16s%2Fg%2F11j4w_kqr_?authuser=0&hl=fr&entry=ttu&g_ep=EgoyMDI2MDkxNC4wIKXMDSoASAFQAw%3D%3D",,gmb
